ID,RA,Dec,period
b338_211_35331,270.25330299,-23.00035897,9.436633
b338_211_29356,270.20902812,-23.0494534,5.294647
b338_211_88204,270.35455919,-23.04692818,613.496933
b338_211_35642,270.30286376,-22.92117333,0.359073
b338_211_22749,270.24707259,-22.96309379,819.672131
b338_211_89131,270.35695795,-23.04690498,2.635949
b338_211_28219,270.3008587,-22.8964779,348.432056
b338_211_32825,270.23924768,-23.01336997,0.345408
b338_211_85240,270.33647059,-23.06421448,80.580177
b338_211_62188,270.30953703,-23.0132231,2.13347
b338_211_98924,270.38494901,-23.04345047,21.231423
b338_211_29345,270.25631659,-22.97285669,952.380952
b338_211_38486,270.24491088,-23.02573804,431.034483
b338_211_85438,270.32581466,-23.08232003,84.175084
b338_211_11314,270.25542089,-22.90696759,0.284931
b338_211_4974,270.24168234,-22.90403778,0.284935
b338_211_9924,270.25560388,-22.90134917,0.284932
b338_213_26612,269.95621696,-22.36097815,0.222403
b338_213_80410,270.03804891,-22.48157177,0.373854
b338_213_61560,269.99768191,-22.45719758,81.699346
b338_213_64169,269.98039309,-22.49639172,0.240416
b338_213_4987,269.90749853,-22.34041261,0.284792
b338_213_56976,269.99875677,-22.43462344,8.699435
b338_213_40590,269.99135397,-22.37096255,1.372571
b338_213_18646,269.91766467,-22.38593809,0.367091
b338_213_32881,269.96985,-22.36883135,1.378626
b338_213_51357,269.98768828,-22.42627049,0.620513
b338_213_16600,269.93470162,-22.34978359,0.238386
b338_213_49275,269.95227977,-22.47287117,12.481278
b338_213_6639,269.88328265,-22.38612227,666.666667
b338_213_33668,269.89700543,-22.48842136,0.431964
b338_213_32383,269.91812034,-22.4485446,943.396226
b338_213_3694,269.84699377,-22.43030356,0.368612
b338_213_22042,269.87528682,-22.46868822,0.518014
b338_213_6536,269.90147575,-22.35685768,0.439717
b338_213_4064,269.90468841,-22.34070493,495.049505
b338_213_44415,269.9952373,-22.38248964,0.407882
b338_213_8646,269.92381784,-22.33108992,0.215948
b338_213_20411,269.94022459,-22.35812164,0.514271
b338_213_64774,269.99562446,-22.47498565,0.227294
b338_213_61733,269.97402159,-22.49557144,1.698427
b338_213_64850,269.97345518,-22.51066391,1.307702
b338_215_81566,270.53723912,-22.75819569,546.448087
b338_215_46058,270.48859678,-22.67482343,523.560209
b338_215_41724,270.47290996,-22.68149174,191.93858
b338_215_11071,270.40417347,-22.66545896,0.212562
b338_215_7090,270.41956273,-22.62412282,1.240972
b338_215_34026,270.49676931,-22.60967308,0.223489
b338_215_20892,270.4403725,-22.64631753,0.430269
b338_215_77127,270.53100334,-22.74907981,9.945301
b338_215_11019,270.42510996,-22.63109918,0.975534
b338_215_9813,270.40895314,-22.65246404,0.204156
b338_215_5712,270.43507336,-22.59314002,0.468661
b338_215_54573,270.5203397,-22.66112685,0.416295
b338_215_42921,270.50613705,-22.63267862,568.181818
b338_215_89281,270.61848513,-22.66061938,0.522158
b338_215_29713,270.45627667,-22.65726834,0.21291
b338_215_36197,270.45730119,-22.68329432,0.227889
b338_215_41491,270.48725453,-22.65695726,0.574241
b338_215_78322,270.51251308,-22.7844598,1.981061
b338_215_42967,270.49649804,-22.64865307,961.538462
b338_215_88699,270.53940696,-22.78740521,31.635558
b338_215_36977,270.41844731,-22.75009683,0.679629
b338_215_30938,270.46676592,-22.64543127,409.836066
b338_215_52626,270.53298378,-22.63098982,0.397964
b338_215_58481,270.51720255,-22.68509381,444.444444
b338_215_33331,270.44218428,-22.69585407,0.336806
b338_215_14067,270.37383145,-22.72714217,1.155402
b338_215_77285,270.59829196,-22.63938684,15.216068
b338_215_874,270.43081597,-22.58008467,2.171836
b338_215_48959,270.48152341,-22.69907693,0.875833
b338_215_20745,270.43704171,-22.65122443,0.354061
b338_215_29543,270.48279855,-22.61322631,1030.927835
b338_215_3812,270.44386424,-22.57130337,0.289943
b338_215_9652,270.44615566,-22.59115162,0.588353
b338_215_43778,270.51420786,-22.62320503,699.300699
b338_215_68911,270.51837365,-22.73175009,0.608717
b338_215_64794,270.49768735,-22.74621606,0.284933
b338_215_60442,270.47144749,-22.76895448,0.375848
b338_215_61713,270.46819366,-22.77997569,952.380952
b338_215_10294,270.44571935,-22.59461069,925.925926
b338_215_88083,270.56552586,-22.74144545,11.971747
b338_215_46105,270.50800293,-22.64327831,584.795322
b338_215_45270,270.52348597,-22.61429305,561.797753
b338_215_26535,270.44850445,-22.65670396,198.807157
b338_215_84419,270.53625038,-22.77241393,478.4689
b338_215_57456,270.48035805,-22.74053524,0.284933
b338_215_57002,270.50899718,-22.69146825,1.738375
b338_215_16729,270.42346201,-22.65674779,793.650794
b338_215_65447,270.50432439,-22.7386171,0.221615
b338_302_39591,269.48367438,-23.50905446,0.218621
b338_302_32586,269.47253045,-23.50145074,0.312483
b338_302_40810,269.57110933,-23.37333816,0.292293
b338_302_29095,269.51836846,-23.41505552,0.610978
b338_302_48655,269.57746818,-23.39129086,0.203859
b338_302_88292,269.61515248,-23.47528325,0.302129
b338_302_97133,269.61282289,-23.51164377,0.472782
b338_302_55763,269.57236982,-23.42534988,10.621349
b338_302_29770,269.47002749,-23.49501304,0.37873
b338_302_70730,269.57030476,-23.4831083,1.050795
b338_302_79391,269.61690987,-23.43979651,0.527824
b338_302_51960,269.56504789,-23.42315194,0.236844
b338_302_72866,269.56481028,-23.49961331,34.423408
b338_302_15550,269.4511645,-23.47298034,11.318619
b338_302_85591,269.55908492,-23.5549821,2.682547
b338_302_13049,269.43949115,-23.48221908,0.284934
b338_302_34198,269.55867873,-23.36923838,0.513047
b338_302_92389,269.61565231,-23.48935147,0.370143
b338_302_45617,269.56206041,-23.40505953,0.492024
b338_302_102721,269.64589185,-23.47918084,1.220256
b338_302_29170,269.4895959,-23.4614346,0.278438
b338_302_83045,269.58939927,-23.49708574,9.566632
b338_302_47224,269.51826468,-23.48103828,4.0517
b338_302_3816,269.45619321,-23.42137186,0.493119
b338_302_95131,269.58741934,-23.54463789,1.227928
b338_302_15053,269.49777325,-23.3963701,8.44452
b338_302_51366,269.55699348,-23.43390467,2.117702
b338_302_86102,269.61700316,-23.46425397,0.365823
b338_302_81725,269.58785959,-23.49469199,0.316719
b338_302_80553,269.62491093,-23.43099185,1.153309
b338_302_77694,269.59540985,-23.46824845,16.466326
b338_302_12990,269.43964742,-23.48176476,0.284931
b338_304_6976,269.96162815,-23.73395256,0.711632
b338_304_82487,270.18645222,-23.7106879,990.09901
b338_304_35900,270.07932932,-23.6661582,13.36541
b338_304_25597,269.98861597,-23.76626096,0.634518
b338_304_26490,270.05722077,-23.66112152,414.937759
b338_304_74847,270.16413137,-23.70767037,14.316392
b338_304_18915,270.03664052,-23.66267896,0.870845
b338_304_55020,270.04323643,-23.80751101,3.945863
b338_304_49434,270.07185568,-23.73723814,0.480686
b338_304_44750,270.05606948,-23.74117989,57.803468
b338_304_23043,270.03786895,-23.67758386,0.475403
b338_304_50485,270.04002982,-23.79219455,1.563795
b338_304_52293,270.08606196,-23.72734387,0.817949
b338_304_48140,270.07181312,-23.73128418,0.859579
b338_304_12622,270.00358778,-23.69003791,0.64837
b338_304_7251,269.97808274,-23.70906139,0.216002
b338_304_7346,270.00091925,-23.67320693,1.250375
b338_304_18843,270.02642546,-23.67862778,0.467722
b338_304_50143,270.09663868,-23.70104961,0.335542
b338_304_4061,269.98995484,-23.67742726,0.869422
b338_304_49034,270.1104193,-23.67424663,0.242192
b338_304_55861,270.05969843,-23.78517781,4.771903
b338_304_22094,269.97305368,-23.77652575,2.680606
b338_304_77471,270.17093517,-23.71033719,0.445995
b338_304_73230,270.09990195,-23.80148261,2.69993
b338_304_28461,270.00511098,-23.7519596,0.318217
b338_304_62829,270.13200984,-23.70196127,9.829942
b338_304_23198,269.99471346,-23.74672171,1.945109
b338_304_65642,270.1141379,-23.74301333,1.108303
b338_304_23222,269.97732463,-23.77434628,1020.408163
b338_304_13424,269.96364848,-23.75668045,1.106991
b338_304_34789,270.02239396,-23.75160981,9.613536
b338_304_79417,270.16314906,-23.73224033,555.555556
b338_304_41632,270.01964914,-23.78510076,1.274632
b338_304_74515,270.11104751,-23.79003483,529.100529
b338_306_85457,269.7633997,-23.2315361,52.164841
b338_306_46559,269.76580159,-23.08260521,3.180662
b338_306_71419,269.81551318,-23.0950102,0.388331
b338_306_76712,269.79430896,-23.14886615,0.400248
b338_306_10421,269.7099984,-23.03783978,13.978194
b338_306_39090,269.70147766,-23.15801848,0.222749
b338_306_105053,269.85409202,-23.15987367,0.519886
b338_306_10208,269.71486114,-23.02927598,0.301463
b338_306_34823,269.66810934,-23.19555744,0.389485
b338_306_83446,269.77545963,-23.20452457,0.207922
b338_306_100491,269.82193368,-23.19446441,0.738432
b338_306_101789,269.78051976,-23.26575815,1.165773
b338_306_37886,269.69556462,-23.16278907,0.420626
b338_306_71569,269.75129423,-23.1986894,0.268496
b338_306_103008,269.83996721,-23.17484501,0.575444
b338_306_22994,269.71295349,-23.08002212,588.235294
b338_306_83940,269.81208385,-23.14757666,0.681798
b338_306_32631,269.71380849,-23.11393321,0.351117
b338_306_101237,269.85644526,-23.14187218,0.348629
b338_306_105685,269.82841572,-23.20356287,735.294118
b338_306_35167,269.76089074,-23.04785302,0.299254
b338_306_63084,269.71026359,-23.23277421,0.396113
b338_308_84014,270.32711804,-23.47267799,0.29936
b338_308_7433,270.16535293,-23.41084146,0.222968
b338_308_85574,270.37479253,-23.4032245,276.243094
b338_308_77871,270.37585981,-23.36559864,362.318841
b338_308_28152,270.1910372,-23.45386344,0.348517
b338_308_32187,270.22550168,-23.41491145,0.765228
b338_308_78511,270.31903542,-23.46002566,68.917988
b338_308_5421,270.15152103,-23.42506018,0.200142
b338_308_16288,270.21677823,-23.36421058,16.294606
b338_308_89175,270.35304901,-23.45534534,0.22756
b338_308_77172,270.30946687,-23.46893355,0.206525
b338_308_32709,270.20017918,-23.45760751,0.377752
b338_308_74946,270.36233243,-23.37391353,147.058824
b338_308_64392,270.28346261,-23.45367469,16.789792
b338_308_14023,270.20187975,-23.37899001,0.377374
b338_308_48891,270.23396222,-23.46844358,1.036248
b338_308_4959,270.22992204,-23.29736207,1123.595506
b338_308_38672,270.2966464,-23.32636813,0.87127
b338_308_40279,270.29099514,-23.34193925,0.694444
b338_308_25157,270.26557822,-23.3216896,1.27322
b338_308_55743,270.23486667,-23.49518754,0.528109
b338_308_22372,270.25037344,-23.33467177,0.627991
b338_308_6658,270.16454297,-23.40905969,1.634655
b338_308_51361,270.3083468,-23.3591905,943.396226
b338_308_40486,270.20873795,-23.47490163,787.401575
b338_308_10136,270.18544573,-23.38958871,52.714813
b338_308_7336,270.23336051,-23.30115355,0.407551
b338_308_50545,270.30947547,-23.35391386,0.40478
b338_308_21461,270.16616133,-23.46613956,0.532518
b338_308_76332,270.31122123,-23.46232782,0.21906
b338_308_89159,270.37059922,-23.42704588,980.392157
b338_308_23598,270.19206462,-23.43344427,0.209158
b338_308_74878,270.32582987,-23.43230953,0.748173
b338_308_8161,270.23688012,-23.2989246,598.802395
b338_308_46401,270.25303204,-23.42786749,1000.0
b338_308_56804,270.32514343,-23.3545825,598.802395
b338_308_85539,270.34177131,-23.45615147,505.050505
b338_308_24652,270.20201519,-23.42178723,0.540982
b338_308_64497,270.28784412,-23.44709571,1000.0
b338_310_65160,269.97683051,-22.84727672,0.213623
b338_310_4756,269.87608974,-22.75249754,3.47681
b338_310_6510,269.87320085,-22.76405642,0.581754
b338_310_80052,270.05787898,-22.78480327,0.234958
b338_310_69968,269.97202694,-22.8770801,0.204687
b338_310_7386,269.83595535,-22.82758629,0.391437
b338_310_66271,269.94399235,-22.90495179,0.975106
b338_310_25186,269.86555796,-22.8541782,0.279426
b338_310_62106,269.97562467,-22.83602988,10.310341
b338_310_4977,269.89563433,-22.72206841,0.480575
b338_310_16819,269.87112538,-22.81022257,0.731807
b338_310_13945,269.8429452,-22.8433605,0.316395
b338_310_11000,269.89510541,-22.74766291,0.6889
b338_310_31645,269.95353583,-22.73987842,1.09056
b338_310_2575,269.86959779,-22.75404093,0.340686
b338_310_7035,269.85855802,-22.78991393,529.100529
b338_310_78005,270.01932581,-22.83718509,1.253714
b338_310_8683,269.83772122,-22.83015119,0.87244
b338_310_64950,269.98602374,-22.83172512,0.3973
b338_310_70929,269.96544761,-22.89193908,0.746341
b338_310_52898,269.98864438,-22.77541033,0.412986
b338_310_45415,269.9198761,-22.85316256,0.342884
b338_310_71481,270.00830733,-22.825582,414.937759
b338_310_25151,269.84881726,-22.88085136,1.334597
b338_310_49997,269.94953533,-22.82566294,2.110239
b338_310_84393,270.03596255,-22.83983922,0.473218
b338_312_16055,270.39018801,-23.0822821,0.298888
b338_312_48497,270.46987554,-23.08849637,0.223471
b338_312_58740,270.49713675,-23.09597105,0.388663
b338_312_5374,270.36322163,-23.08305888,1.416932
b338_312_19408,270.43201122,-23.02814356,215.053763
b338_312_60754,270.46428679,-23.16067372,0.33749
b338_312_9061,270.33990479,-23.13575223,17.667845
b338_312_17661,270.41716265,-23.0452082,8.719916
b338_312_54783,270.45276475,-23.14730092,24.038462
b338_312_69816,270.52803797,-23.11414637,0.390659
b338_312_66861,270.54129837,-23.07417307,8.847992
b338_312_61357,270.50510408,-23.09774855,1086.956522
b338_312_33622,270.3854122,-23.16224864,877.192982
b338_312_73016,270.55202614,-23.09686181,571.428571
b338_312_64242,270.48088375,-23.15532633,0.979413
b338_312_30273,270.42089488,-23.09102136,990.09901
b338_312_4243,270.38496911,-23.04346251,21.222411
b338_312_64186,270.46908712,-23.17409529,934.579439
b338_312_71745,270.55200996,-23.08752705,900.900901
b338_312_69301,270.53549105,-23.09865692,574.712644
b338_312_16650,270.40823174,-23.05547877,819.672131
b338_312_69444,270.47525157,-23.19776803,813.00813
b338_312_7792,270.38136661,-23.06321719,0.289309
b338_312_19133,270.45411932,-22.99095011,492.610837
b338_312_58185,270.50984149,-23.07225217,578.034682
b338_312_69198,270.54178892,-23.08773822,602.409639
b338_312_75463,270.58721403,-23.05516618,900.900901
b338_314_10432,270.07322678,-22.4585962,0.258791
b338_314_14764,270.07631192,-22.47120698,0.737915
b338_314_52880,270.15016737,-22.50793343,5.521811
b338_314_7963,270.06461449,-22.46246472,15.186029
b338_314_71956,270.21428209,-22.48698859,0.30791
b338_314_84990,270.16538428,-22.62426229,0.232817
b338_314_64015,270.18610272,-22.49760439,0.302412
b338_314_61726,270.18681839,-22.48657577,0.30126
b338_314_84536,270.23454672,-22.51039038,1234.567901
b338_314_89038,270.25004796,-22.50471244,3.313123
b338_314_29678,270.12859836,-22.44744048,1.713708
b338_314_10115,270.1173798,-22.38633631,0.467384
b338_314_2255,270.0380431,-22.48157575,0.373851
b338_314_69246,270.14275632,-22.59081804,24.642681
b338_314_25961,270.09279301,-22.49015276,1.071788
b338_314_50153,270.15361282,-22.49113608,0.855776
b338_314_15911,270.10859678,-22.42406709,0.30767
b338_314_22983,270.13123274,-22.41634027,2.059181
b338_314_54963,270.19906418,-22.43768638,0.536947
b338_314_50046,270.19188635,-22.42886087,0.544775
b338_316_50889,270.67811334,-22.76699372,0.262134
b338_316_76752,270.71237999,-22.82155534,0.691238
b338_316_74010,270.70710004,-22.81817076,636.942675
b338_316_25713,270.61468793,-22.76534333,847.457627
b338_316_42220,270.69124796,-22.70893226,438.596491
b338_316_73901,270.74772627,-22.75034389,17.00102
b338_316_67841,270.70900095,-22.78849903,1000.0
b338_316_2908,270.53939352,-22.787411,31.64557
b338_316_60279,270.64731996,-22.85801639,0.258031
b338_316_6782,270.57530138,-22.74635601,0.340999
b338_316_89107,270.72614937,-22.85274048,0.404986
b338_316_29861,270.60993103,-22.79102858,23.1107
b338_316_77906,270.69469911,-22.85571037,9.963136
b338_316_3563,270.61849915,-22.66061974,0.522147
b338_316_2298,270.56551947,-22.74144915,11.971747
b338_316_30277,270.649007,-22.72843542,800.0
b338_316_11907,270.5423973,-22.82369993,0.365644
b338_316_27835,270.64658135,-22.72213119,2.734183
b338_316_23077,270.61370503,-22.75523227,46.253469
b338_316_10100,270.57735469,-22.758085,675.675676
b338_316_38948,270.62882935,-22.79788717,0.668413
b338_316_22505,270.63744839,-22.71359567,826.446281
b338_316_25487,270.58913351,-22.80629934,1.068319
b338_316_26157,270.66511771,-22.68411849,429.184549
b338_316_37488,270.68137151,-22.70512048,0.223778
b338_316_42305,270.64451476,-22.78647303,3.057449
b338_316_57762,270.72998832,-22.71071746,429.184549
b338_316_30074,270.58238942,-22.83720118,917.431193
b338_316_16913,270.58323375,-22.77897195,833.333333
b338_402_73684,269.684727,-23.32638603,18.152115
b338_402_80724,269.73521877,-23.27316697,1250.0
b338_402_77383,269.6480345,-23.39988725,0.671281
b338_402_8943,269.61685575,-23.18668164,0.272615
b338_402_38535,269.57112362,-23.37334117,0.292292
b338_402_2508,269.58693855,-23.20962287,0.223371
b338_402_12669,269.57981083,-23.26090558,0.283484
b338_402_53270,269.63543299,-23.32618447,29.568303
b338_402_22347,269.5831625,-23.29232262,3.164257
b338_402_1845,269.57550724,-23.22515862,0.554484
b338_402_58679,269.65512175,-23.31516306,3.407039
b338_402_14740,269.6106858,-23.21920084,2.848029
b338_402_18215,269.58178092,-23.27873401,0.718107
b338_402_87961,269.70167457,-23.35544397,591.715976
b338_402_23599,269.57311989,-23.31309453,0.362235
b338_402_32318,269.55869466,-23.36924365,1.026083
b338_402_49311,269.6766872,-23.24469884,5.59378
b338_402_67734,269.67941063,-23.31201208,0.325081
b338_402_40144,269.61343996,-23.31135879,0.284931
b338_402_4101,269.56925021,-23.24417119,0.392091
b338_402_23526,269.58711306,-23.29030527,0.459133
b338_402_1564,269.59929035,-23.18564349,0.364442
b338_402_84024,269.73597263,-23.28505263,0.210958
b338_402_85565,269.73901241,-23.28626287,0.256012
b338_402_75779,269.67140713,-23.35612921,1.500218
b338_402_73215,269.68019778,-23.33174662,1.002898
b338_402_6825,269.52013785,-23.33389438,21.14612
b338_402_60239,269.71024369,-23.23277441,0.396112
b338_404_38006,270.12617099,-23.59618167,4.731712
b338_404_76113,270.18950403,-23.65742956,0.46795
b338_404_74303,270.2034704,-23.62743456,0.259104
b338_404_59470,270.14541325,-23.6562888,0.20516
b338_404_76270,270.20903132,-23.62712116,0.329417
b338_404_61037,270.19953397,-23.57697964,0.465054
b338_404_86173,270.22493696,-23.64706259,318.471338
b338_404_47630,270.18929441,-23.5358201,10.307153
b338_404_49454,270.18511757,-23.55018389,487.804878
b338_404_79448,270.20065435,-23.65472637,0.582513
b338_404_74438,270.24786101,-23.55747082,1000.0
b338_404_88711,270.21097076,-23.68170746,735.294118
b338_404_42968,270.18973287,-23.51542824,1.68169
b338_404_66229,270.20275709,-23.59360066,0.260943
b338_404_87360,270.21698623,-23.66542976,675.675676
b338_404_51291,270.17642595,-23.57201888,0.36616
b338_404_63115,270.19368523,-23.59501008,147.058824
b338_404_73776,270.23413968,-23.57626767,0.527741
b338_404_42179,270.1689058,-23.54530297,8.291874
b338_404_39602,270.1167719,-23.61764486,1000.0
b338_404_12739,270.1194725,-23.50505668,0.941886
b338_404_27864,270.15234317,-23.51273496,561.797753
b338_404_41849,270.13474069,-23.59830718,181.15942
b338_404_38321,270.18116591,-23.50996853,442.477876
b338_404_73627,270.17955582,-23.6621731,0.389385
b338_404_86710,270.21335125,-23.668065,0.335211
b338_404_84426,270.28896909,-23.53725499,8.401243
b338_404_74621,270.19325997,-23.64488504,0.322775
b338_404_11672,270.07402188,-23.57307785,1.07363
b338_404_38356,270.14960301,-23.56032824,47.915668
b338_406_69570,269.8679181,-23.00265088,0.698485
b338_406_90853,269.89107351,-23.04231059,0.407005
b338_406_103946,269.92581758,-23.03424967,0.662792
b338_406_83558,269.8764121,-23.03947722,1136.363636
b338_406_30087,269.77950331,-23.0015717,0.468066
b338_406_57791,269.84355677,-22.99886497,0.234007
b338_406_11392,269.76696067,-22.9517929,0.336952
b338_406_68159,269.85749269,-23.01432418,0.286184
b338_406_80559,269.90807144,-22.97765357,2.851928
b338_406_102613,269.9689136,-22.96000363,0.210829
b338_406_93656,269.95098704,-22.95592171,0.411612
b338_406_24041,269.80931757,-22.93073414,636.942675
b338_406_28456,269.78275865,-22.99008336,900.900901
b338_406_29893,269.80602161,-22.95819261,0.24689
b338_406_107862,269.89459688,-23.09927602,0.226608
b338_406_55341,269.82833317,-23.01469553,1369.863014
b338_406_52276,269.79463081,-23.05799405,2.405928
b338_406_19909,269.80279895,-22.92556803,0.366402
b338_406_86082,269.94429957,-22.9395488,0.307671
b338_406_21377,269.77736711,-22.9720081,561.797753
b338_406_37891,269.8171243,-22.9693041,0.326602
b338_406_29473,269.77417116,-23.00776342,0.399626
b338_406_27679,269.84882289,-22.88085103,1.33465
b338_406_35770,269.79166823,-23.0026303,564.971751
b338_406_80269,269.9066889,-22.97881321,2.156567
b338_406_57795,269.87039602,-22.95566351,0.48429
b338_406_55013,269.81200425,-23.03975809,0.242868
b338_406_51673,269.84844117,-22.96930994,0.587966
b338_406_51470,269.85513197,-22.95780011,0.200887
b338_408_18149,270.28728953,-23.25920236,854.700855
b338_408_76199,270.37585328,-23.3655934,361.01083
b338_408_72254,270.40021397,-23.30881871,0.887193
b338_408_25470,270.36277751,-23.16702486,0.32423
b338_408_13712,270.33503274,-23.16452403,9.244707
b338_408_40470,270.35534943,-23.2410006,0.485557
b338_408_33320,270.38541371,-23.16224734,840.336134
b338_408_46587,270.31892809,-23.325554,0.756407
b338_408_41142,270.3049536,-23.32477885,0.229378
b338_408_60164,270.3627817,-23.31470574,307.692308
b338_408_78424,270.43736782,-23.27719703,0.556917
b338_408_52711,270.39458488,-23.23077745,925.925926
b338_408_33131,270.33859674,-23.23694185,0.200899
b338_408_6188,270.29151852,-23.20435858,0.50516
b338_408_36825,270.30298951,-23.30960354,1.69262
b338_408_61975,270.43356416,-23.20869881,7.531255
b338_408_73570,270.39819533,-23.31803405,1.447283
b338_408_24938,270.33660702,-23.20699391,1.630789
b338_408_38373,270.29664333,-23.32636651,0.87127
b338_408_10619,270.33839541,-23.14675666,1.400796
b338_408_86847,270.45364613,-23.29161531,0.239538
b338_408_20270,270.28704801,-23.26797922,0.494279
b338_408_35049,270.38080886,-23.1767888,2.071208
b338_408_58769,270.40887135,-23.23430461,12.514078
b338_408_58046,270.39618806,-23.25144216,442.477876
b338_408_23146,270.31761965,-23.2304817,1.713767
b338_408_15747,270.29677949,-23.23438415,769.230769
b338_408_56910,270.41210802,-23.2207692,0.323998
b338_408_88894,270.48787708,-23.24673931,159.235669
b338_408_7844,270.23687768,-23.29892947,840.336134
b338_408_29317,270.35340248,-23.19795929,0.229469
b338_408_20837,270.26812692,-23.30068226,4.677487
b338_408_73841,270.43319587,-23.26287217,671.14094
b338_408_34333,270.29239286,-23.31614525,0.685852
b338_408_45025,270.32506456,-23.30902325,0.830199
b338_408_83601,270.48441034,-23.22635677,840.336134
b338_408_27640,270.28038355,-23.30862346,847.457627
b338_408_26404,270.33275006,-23.21926329,0.236957
b338_408_38862,270.31953813,-23.29169978,1.598695
b338_410_59560,270.03791708,-22.70958438,1.71506
b338_410_77966,270.05353231,-22.76582802,0.618242
b338_410_36610,270.00676657,-22.66626305,0.245878
b338_410_76619,270.06813751,-22.73610737,0.734846
b338_410_34393,269.99066223,-22.68334349,2.381746
b338_410_86903,270.16537957,-22.62426171,0.232814
b338_410_60150,270.06485088,-22.66859381,3.015136
b338_410_8243,269.94435227,-22.65615672,22.237047
b338_410_83855,270.05785039,-22.78480031,0.23496
b338_410_59263,270.05799878,-22.67604652,0.961335
b338_410_18673,270.0034457,-22.60184521,15.676438
b338_410_23233,269.98735187,-22.64531887,0.518557
b338_410_24899,270.00227262,-22.62763643,33.411293
b338_410_36752,270.06071747,-22.58009462,0.521002
b338_410_25209,269.98972381,-22.6490339,0.229861
b338_410_17835,269.97255807,-22.64820591,8.321544
b338_410_22738,270.00574506,-22.61384251,492.610837
b338_410_41202,269.98978974,-22.71203711,0.210489
b338_410_38897,270.06192565,-22.58652217,238.663484
b338_410_2965,269.95591051,-22.61682572,2.469258
b338_410_68310,270.07516308,-22.6882573,0.217727
b338_410_58779,270.057583,-22.67475278,0.477026
b338_410_30221,270.00561315,-22.64288502,5.537712
b338_410_90109,270.10911523,-22.7285728,9.676795
b338_410_41371,270.07051546,-22.58286643,442.477876
b338_410_88541,270.10847145,-22.72289733,0.337812
b338_410_50118,270.07370214,-22.61300661,408.163265
b338_410_3923,269.95369738,-22.62415743,0.231587
b338_412_58322,270.57012026,-23.01441376,621.118012
b338_412_81470,270.61355452,-23.05568628,591.715976
b338_412_49770,270.59552228,-22.92808398,980.392157
b338_412_67352,270.61533043,-22.98334149,0.209115
b338_412_36135,270.54213747,-22.94903898,349.65035
b338_412_77082,270.62371273,-23.01741008,12.928248
b338_412_74392,270.6019383,-23.03981707,0.379325
b338_412_7122,270.46926937,-22.92323368,0.294775
b338_412_69454,270.58609829,-23.041305,0.218175
b338_412_11162,270.54240646,-22.823683,0.365647
b338_412_42632,270.54293737,-22.9789452,0.307805
b338_412_35668,270.54966993,-22.93447339,0.344818
b338_412_73959,270.64357007,-22.969632,8.677543
b338_412_50856,270.54658397,-23.01331219,1020.408163
b338_412_67818,270.62522128,-22.96932115,4.409949
b338_412_79524,270.62672696,-23.02417028,3.628974
b338_412_50779,270.56356057,-22.9852324,571.428571
b338_412_64238,270.6051514,-22.98532641,0.448827
b338_412_29770,270.56999318,-22.87038254,540.540541
b338_412_70335,270.60809543,-23.00956198,5.270648
b338_412_7263,270.4975904,-22.87781933,719.42446
b338_412_80755,270.67409141,-22.95302028,900.900901
b338_412_55681,270.61695983,-22.92336691,0.284934
b338_412_69366,270.60159719,-23.01554411,980.392157
b338_412_72641,270.58720691,-23.05516357,584.795322
b338_412_65861,270.59282828,-23.01289682,33.433634
b338_412_64032,270.6012237,-22.9907903,8.975049
b338_412_15688,270.50568174,-22.90519765,0.284932
b338_414_67385,270.27765831,-22.38294252,0.37699
b338_414_47959,270.26956861,-22.30880968,574.712644
b338_414_40690,270.22103652,-22.35495187,0.210694
b338_414_5349,270.20672579,-22.22349869,0.519071
b338_414_72737,270.29152445,-22.38608521,5.408036
b338_414_48697,270.21984376,-22.39260765,0.617337
b338_414_84667,270.27492764,-22.47099436,123.609394
b338_414_24242,270.1594125,-22.38126183,0.527026
b338_414_56166,270.24014869,-22.39212322,1.282429
b338_414_44596,270.28239168,-22.27315005,0.847652
b338_414_38548,270.18038612,-22.41150477,0.717396
b338_414_24774,270.2277146,-22.27328473,0.951312
b338_414_7804,270.13101238,-22.35595408,1.024548
b338_414_23207,270.14601228,-22.39837567,22.899015
b338_414_27663,270.18678018,-22.35282535,0.882901
b338_414_75655,270.33632928,-22.32701263,0.633573
b338_414_79415,270.2689241,-22.45458654,20.517029
b338_414_19847,270.21584477,-22.27105069,2.621232
b338_414_69900,270.24734586,-22.44404607,4.26421
b338_414_38728,270.22558988,-22.3391423,176.366843
b338_414_75307,270.27065276,-22.43207043,33.244681
b338_414_76017,270.32116428,-22.35335365,0.237706
b338_414_58014,270.28543874,-22.32687095,943.396226
b338_414_75018,270.30328611,-22.37783126,500.0
b338_414_52628,270.28890982,-22.29758588,0.821059
b338_416_51175,270.73397559,-22.66483272,0.470559
b338_416_49361,270.7631808,-22.60904446,0.232076
b338_416_65145,270.83650596,-22.5538826,0.273538
b338_416_41071,270.74959308,-22.59628806,769.230769
b338_416_40441,270.72012298,-22.6424376,2.54589
b338_416_47659,270.73929837,-22.64128572,303.951368
b338_416_31845,270.74987887,-22.55771645,0.502826
b338_416_77178,270.79053775,-22.68240623,0.579707
b338_416_39995,270.75171173,-22.58830859,0.264594
b338_416_79568,270.84197478,-22.60729549,0.225542
b338_416_86008,270.80663365,-22.69331613,0.316864
